generation; best; average; worst
431; 0.250749; 0.242557; 0.220779
432; 0.258741; 0.245355; 0.231768
433; 0.268731; 0.246753; 0.227772
434; 0.264735; 0.244456; 0.234765
435; 0.276723; 0.245255; 0.217782
436; 0.274725; 0.255345; 0.23976
437; 0.255744; 0.244456; 0.22977
438; 0.26973; 0.247952; 0.225774
439; 0.266733; 0.244755; 0.227772
440; 0.257742; 0.237562; 0.212787
441; 0.260739; 0.246154; 0.22977
442; 0.277722; 0.255644; 0.244755
443; 0.265734; 0.25015; 0.218781
444; 0.270729; 0.24995; 0.231768
445; 0.262737; 0.247952; 0.230769
446; 0.258741; 0.242857; 0.227772
447; 0.266733; 0.239161; 0.21978
448; 0.263736; 0.249351; 0.237762
449; 0.281718; 0.243756; 0.1998
450; 0.274725; 0.253047; 0.211788
451; 0.27972; 0.257542; 0.23976
452; 0.282717; 0.256943; 0.233766
453; 0.281718; 0.252448; 0.230769
454; 0.282717; 0.252547; 0.234765
455; 0.280719; 0.258242; 0.235764
456; 0.272727; 0.244855; 0.222777
457; 0.275724; 0.253247; 0.220779
458; 0.291708; 0.255245; 0.234765
459; 0.271728; 0.248851; 0.227772
460; 0.281718; 0.258442; 0.218781
461; 0.295704; 0.262737; 0.234765
462; 0.285714; 0.262438; 0.238761
463; 0.298701; 0.268232; 0.255744
464; 0.276723; 0.261139; 0.241758
465; 0.278721; 0.258641; 0.230769
466; 0.272727; 0.255445; 0.238761
467; 0.264735; 0.253347; 0.228771
468; 0.291708; 0.26993; 0.238761
469; 0.27972; 0.259041; 0.241758
470; 0.292707; 0.267333; 0.251748
471; 0.291708; 0.262138; 0.246753
472; 0.288711; 0.259441; 0.241758
473; 0.275724; 0.253247; 0.231768
474; 0.268731; 0.25005; 0.234765
475; 0.286713; 0.252847; 0.22977
476; 0.263736; 0.254446; 0.243756
477; 0.287712; 0.264236; 0.222777
478; 0.283716; 0.257343; 0.237762
479; 0.280719; 0.253746; 0.225774
480; 0.267732; 0.256643; 0.244755
481; 0.270729; 0.255445; 0.228771
482; 0.286713; 0.253247; 0.221778
483; 0.261738; 0.249251; 0.228771
484; 0.278721; 0.251449; 0.22977
485; 0.265734; 0.246154; 0.230769
486; 0.274725; 0.256044; 0.244755
487; 0.265734; 0.25005; 0.235764
488; 0.261738; 0.245355; 0.224775
489; 0.265734; 0.244755; 0.228771
490; 0.267732; 0.254446; 0.242757
491; 0.272727; 0.258242; 0.234765
492; 0.273726; 0.248651; 0.224775
493; 0.271728; 0.251948; 0.235764
494; 0.275724; 0.241059; 0.211788
495; 0.260739; 0.24006; 0.218781
496; 0.262737; 0.240959; 0.218781
497; 0.280719; 0.263437; 0.23976
498; 0.268731; 0.252148; 0.238761
499; 0.276723; 0.254945; 0.228771
500; 0.2997; 0.258142; 0.228771
501; 0.275724; 0.257143; 0.231768
502; 0.267732; 0.246454; 0.231768
503; 0.26973; 0.245854; 0.208791
504; 0.264735; 0.24975; 0.22977
505; 0.284715; 0.24955; 0.218781
506; 0.267732; 0.253047; 0.235764
507; 0.268731; 0.239461; 0.208791
508; 0.256743; 0.237063; 0.226773
509; 0.263736; 0.244056; 0.225774
510; 0.263736; 0.242358; 0.22977
511; 0.252747; 0.237463; 0.217782
512; 0.278721; 0.244655; 0.218781
513; 0.273726; 0.251249; 0.235764
514; 0.293706; 0.255844; 0.227772
